Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
javacpp,org.bytedeco.javacpp.tools,Parser,macro,Complex Conditional,The conditional expression lastIndex > beginIndex + 1 && (info == null || (info.cppText == null && (info.cppTypes == null || info.cppTypes.length == 1))) is complex.,3058
javacpp,org.bytedeco.javacpp.tools,Parser,macro,Complex Conditional,The conditional expression (prevToken.match(Token.IDENTIFIER`'>') && token.match(Token.IDENTIFIER`'(')) || token.match('{'`'}') is complex.,3058
javacpp,org.bytedeco.javacpp.tools,Parser,macro,Complex Conditional,The conditional expression info == null && info2 != null && info2.cppTypes != null is complex.,3058
javacpp,org.bytedeco.javacpp.tools,Parser,macro,Complex Conditional,The conditional expression info != null && info.cppText != null && info.cppTypes == null && !info.define is complex.,3058
javacpp,org.bytedeco.javacpp.tools,Parser,macro,Complex Method,Cyclomatic complexity of the method is 63,3058
javacpp,org.bytedeco.javacpp.tools,Parser,macro,Empty catch clause,The method has an empty catch block.,3058
javacpp,org.bytedeco.javacpp.tools,Parser,macro,Long Method,The method has 264 lines of code.,3058
javacpp,org.bytedeco.javacpp.tools,Parser,macro,Long Statement,The length of the statement "else if ((info == null && (hasArgs || beginIndex + 1 == endIndex)) || (info != null && info.cppText == null && info.cppTypes != null && info.cppTypes.length == 0)) {" is 165.,3058
javacpp,org.bytedeco.javacpp.tools,Parser,macro,Long Statement,The length of the statement "for (Token token=tokens.get(); hasArgs && tokens.index < lastIndex && count < info.cppTypes.length; token=tokens.next()) {" is 122.,3058
javacpp,org.bytedeco.javacpp.tools,Parser,macro,Long Statement,The length of the statement "Declarator dcl=new Parser(this`info.cppTypes[0] + " " + macroName+ params).declarator(context`null`n`false`0`false`false);" is 122.,3058
javacpp,org.bytedeco.javacpp.tools,Parser,macro,Long Statement,The length of the statement "decl.text+="public static native " + dcl.type.annotations + dcl.type.javaName+ " "+ macroName+ dcl.parameters.list+ ";\n";" is 122.,3058
javacpp,org.bytedeco.javacpp.tools,Parser,macro,Long Statement,The length of the statement "else if (lastIndex > beginIndex + 1 && (info == null || (info.cppText == null && (info.cppTypes == null || info.cppTypes.length == 1)))) {" is 138.,3058
javacpp,org.bytedeco.javacpp.tools,Parser,macro,Magic Number,The method contains a magic number: 2,3058
javacpp,org.bytedeco.javacpp.tools,Parser,macro,Magic Number,The method contains a magic number: 32,3058
javacpp,org.bytedeco.javacpp.tools,Parser,typedef,Complex Conditional,The conditional expression !tokens.get().match(Token.TYPEDEF) && !tokens.get(1).match(Token.TYPEDEF) && usingDefName == null is complex.,3314
javacpp,org.bytedeco.javacpp.tools,Parser,typedef,Complex Conditional,The conditional expression (info == null || !info.skip) && !dcl.javaName.equals("Pointer") is complex.,3314
javacpp,org.bytedeco.javacpp.tools,Parser,typedef,Complex Conditional,The conditional expression dcl.type.annotations != null && dcl.type.annotations.length() > 0 && !dcl.type.annotations.startsWith("@ByVal ") && !dcl.type.annotations.startsWith("@Cast(") && !dcl.type.annotations.startsWith("@Const ") is complex.,3314
javacpp,org.bytedeco.javacpp.tools,Parser,typedef,Complex Method,Cyclomatic complexity of the method is 30,3314
javacpp,org.bytedeco.javacpp.tools,Parser,typedef,Long Method,The method has 115 lines of code.,3314
javacpp,org.bytedeco.javacpp.tools,Parser,typedef,Long Statement,The length of the statement "String usingDefName=tokens.get().match(Token.USING) && tokens.get(1).match(Token.IDENTIFIER) && tokens.get(2).match('=') ? tokens.get(1).value : null;" is 150.,3314
javacpp,org.bytedeco.javacpp.tools,Parser,typedef,Long Statement,The length of the statement "decl.text+="@Opaque public static class " + dcl.javaName + " extends Pointer {\n"+ " /** Empty constructor. Calls {@code super((Pointer)null)}. */\n"+ " public "+ dcl.javaName+ "() { super((Pointer)null); }\n"+ " /** Pointer cast constructor. Invokes {@link Pointer#Pointer(Pointer)}. */\n"+ " public "+ dcl.javaName+ "(Pointer p) { super(p); }\n"+ "}";" is 353.,3314
javacpp,org.bytedeco.javacpp.tools,Parser,typedef,Long Statement,The length of the statement "if (dcl.type.annotations != null && dcl.type.annotations.length() > 0 && !dcl.type.annotations.startsWith("@ByVal ") && !dcl.type.annotations.startsWith("@Cast(") && !dcl.type.annotations.startsWith("@Const ")) {" is 212.,3314
javacpp,org.bytedeco.javacpp.tools,Parser,typedef,Magic Number,The method contains a magic number: 2,3314
javacpp,org.bytedeco.javacpp.tools,Parser,using,Complex Conditional,The conditional expression !context.inaccessible && info != null && info.javaText != null is complex.,3442
javacpp,org.bytedeco.javacpp.tools,Parser,downcast,Long Statement,The length of the statement "String res=" /** Downcast constructor. */\n" + " " + filterJavaAnnotations(annotations) + "public "+ shortName+ "("+ base.javaName+ " pointer) { super((Pointer)null); allocate(pointer); }\n";" is 191.,3480
javacpp,org.bytedeco.javacpp.tools,Parser,downcast,Long Statement,The length of the statement "res+=" @Namespace private native @Name(\"" + downcastType + "_cast<"+ derived.cppName+ "*>\") void allocate("+ base.javaName+ " pointer);\n";" is 141.,3480
javacpp,org.bytedeco.javacpp.tools,Parser,downcast,Long Statement,The length of the statement "res+=" @Namespace private native " + annotations + "@Name(\"SHARED_PTR_NAMESPACE::"+ downcastType+ "_pointer_cast<"+ derived.cppName+ "` "+ base.cppName+ ">\") void allocate("+ annotations+ base.javaName+ " pointer);\n";" is 220.,3480
javacpp,org.bytedeco.javacpp.tools,Parser,upcast,Long Statement,The length of the statement "String res=" " + (override ? "@Override " : "") + "public "+ base.javaName+ " "+ ecmn+ "() { return "+ ecmn+ "(this); }\n"+ " @Namespace public static native ";" is 160.,3510
javacpp,org.bytedeco.javacpp.tools,Parser,group,Complex Conditional,The conditional expression !tokens.get().match('{') && tokens.get(1).match(Token.IDENTIFIER) && !tokens.get(1).match(Token.FINAL)&& !friend&& (typedef || !tokens.get(2).match(';')) is complex.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Complex Conditional,The conditional expression ((info == null || info.base == null) && skipBase) || (info != null && info.skip) is complex.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Complex Conditional,The conditional expression info != null && info.pointerTypes != null && info.pointerTypes.length > 0 is complex.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Complex Conditional,The conditional expression nextPolymorphic && next.virtual && !upcasts.contains(next.javaName) is complex.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Complex Conditional,The conditional expression !t.javaName.equals("Pointer") && (baseInfo == null || !baseInfo.skip) is complex.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Complex Conditional,The conditional expression d.declarator != null && d.declarator.type != null && d.declarator.type.using && decl.text != null is complex.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Complex Conditional,The conditional expression Templates.notExists(baseType) && baseStripped.length() != base.cppName.length() && baseType.equals(baseStripped) is complex.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Complex Conditional,The conditional expression info2 != null && info2.pointerTypes != null && info2.pointerTypes.length > 0 is complex.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Complex Conditional,The conditional expression d.declarator != null && d.declarator.type != null && d.declarator.type.constructor is complex.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Complex Conditional,The conditional expression (defaultConstructor && defaultConstructor2) || (longConstructor && longConstructor2) || (pointerConstructor && pointerConstructor2)|| (n >= 0 && inheritedConstructors.contains(d.text.substring(n))) is complex.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Complex Conditional,The conditional expression (!implicitConstructor || derivedClass) && haveVariables is complex.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Complex Conditional,The conditional expression implicitConstructor && (info == null || !info.purify) && (!abstractClass || ctx.virtualize) is complex.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Complex Conditional,The conditional expression (info == null || !info.purify) && (!abstractClass || ctx.virtualize) is complex.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Complex Conditional,The conditional expression defaultConstructor && (info == null || !info.purify) && (!abstractClass || ctx.virtualize)&& !arrayConstructor&& constructorAnnotations.isEmpty() is complex.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Complex Conditional,The conditional expression baseInfo != null && baseInfo.flatten && baseInfo.javaText != null is complex.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Complex Conditional,The conditional expression (!d.inaccessible || d.declarator != null && d.declarator.type.friend) && (d.declarator == null || d.declarator.type == null || !d.declarator.type.constructor || !abstractClass || (info != null && info.virtualize)) is complex.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Complex Conditional,The conditional expression !d.inaccessible && d.declarator != null && d.declarator.type != null && d.declarator.type.constructor is complex.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Complex Method,Cyclomatic complexity of the method is 114,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Long Method,The method has 466 lines of code.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Long Statement,The length of the statement "if (!tokens.get().match('{') && tokens.get(1).match(Token.IDENTIFIER) && !tokens.get(1).match(Token.FINAL)&& !friend&& (typedef || !tokens.get(2).match(';'))) {" is 160.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Long Statement,The length of the statement "logger.warn(type.cppName + " virtually inherits from polymorphic class " + next.cppName+ ". Consider adding an upcast Info on "+ next.cppName+ ".");" is 148.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Long Statement,The length of the statement "decl.text+="@Name(\"" + (context.javaName == null || context.namespace == null ? cppName : cppName.substring(context.namespace.length() + 2)) + "\") ";" is 151.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Long Statement,The length of the statement "decl.text+="@Opaque public static class " + name + " extends "+ base.javaName+ " {\n"+ " /** Empty constructor. Calls {@code super((Pointer)null)}. */\n"+ " public "+ name+ "() { super((Pointer)null); }\n"+ " /** Pointer cast constructor. Invokes {@link Pointer#Pointer(Pointer)}. */\n"+ " public "+ name+ "(Pointer p) { super(p); }\n"+ "}";" is 341.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Long Statement,The length of the statement "boolean implicitConstructor=true` arrayConstructor=false` defaultConstructor=false` longConstructor=false` pointerConstructor=false` abstractClass=info != null && info.purify && !ctx.virtualize` allPureConst=true` haveVariables=false;" is 234.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Long Statement,The length of the statement "inheritedConstructors+=d.text.replace(pointerTypes != null ? " " + pointerTypes[0].substring(pointerTypes[0].lastIndexOf('.') + 1) : namespace2 >= 0 ? " " + baseType.substring(namespace2 + 2) : " " + baseType`" " + shortName) + "\n";" is 233.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Long Statement,The length of the statement "arrayConstructor|=paramDcls.length == 1 && (t.equals("int") || t.equals("long") || t.equals("float")|| t.equals("double")) && !d.inaccessible;" is 142.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Long Statement,The length of the statement "if ((defaultConstructor && defaultConstructor2) || (longConstructor && longConstructor2) || (pointerConstructor && pointerConstructor2)|| (n >= 0 && inheritedConstructors.contains(d.text.substring(n)))) {" is 204.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Long Statement,The length of the statement "decl.text+="@Name(\"" + (context.javaName == null || context.namespace == null ? cppName : cppName.substring(context.namespace.length() + 2)) + "\") ";" is 151.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Long Statement,The length of the statement "constructors+=" /** Default native constructor. */\n" + " " + filterJavaAnnotations(constructorAnnotations) + "public "+ shortName+ "() { super((Pointer)null); allocate(); }\n";" is 177.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Long Statement,The length of the statement "constructors+=" /** Native array allocator. Access with {@link Pointer#position(long)}. */\n" + " public " + shortName + "(long size) { super((Pointer)null); allocateArray(size); }\n";" is 184.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Long Statement,The length of the statement "constructors+=" /** Pointer cast constructor. Invokes {@link Pointer#Pointer(Pointer)}. */\n" + " public " + shortName + "(Pointer p) { super(p); }\n"+ " "+ constructorAnnotations+ "private native void allocate();\n";" is 217.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Long Statement,The length of the statement "constructors+=" private native void allocateArray(long size);\n" + " @Override public " + shortName + " position(long position) {\n"+ " return ("+ shortName+ ")super.position(position);\n"+ " }\n"+ " @Override public "+ shortName+ " getPointer(long i) {\n"+ " return new "+ shortName+ "((Pointer)this).offsetAddress(i);\n"+ " }\n";" is 331.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Long Statement,The length of the statement "constructors+=" /** Pointer cast constructor. Invokes {@link Pointer#Pointer(Pointer)}. */\n" + " public " + shortName + "(Pointer p) { super(p); }\n";" is 151.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Long Statement,The length of the statement "if (defaultConstructor && (info == null || !info.purify) && (!abstractClass || ctx.virtualize)&& !arrayConstructor&& constructorAnnotations.isEmpty()) {" is 152.,3534
javacpp,org.bytedeco.javacpp.tools,Parser,group,Long Statement,The length of the statement "constructors+=" /** Native array allocator. Access with {@link Pointer#position(long)}. */\n" + " public " + shortName + "(long size) { super((Pointer)null); allocateArray(size); }\n"+ " private native void allocateArray(long size);\n"+ " @Override public "+ shortName+ " position(long position) {\n"+ " return ("+ shortName+ ")super.position(position);\n"+ " }\n"+ " @Override public "+ shortName+ " getPointer(long i) {\n"+ " return new "+ shortName+ "((Pointer)this).offsetAddress(i);\n"+ " }\n";" is 499.,3534
